Category,Level1,Level2,Level3,Level4,Federal,GovXFer,State,Local,Total
"Unemployment Trust Fund, Interest and Profits on Investments in Public Debt Securities",Interest,Public debt transactions,Interest received by onbudget trust funds (902),"Unemployment Trust Fund, Interest and Profits on Investments in Public Debt Securities",0,0,0,0,0
"Earnings on Investments, Military Retirement Fund",Interest,Public debt transactions,Interest received by onbudget trust funds (902),"Earnings on Investments, Military Retirement Fund",0,0,0,0,0
"Interest, Airport and Airway Trust Fund",Interest,Public debt transactions,Interest received by onbudget trust funds (902),"Interest, Airport and Airway Trust Fund",0,0,0,0,0
"NSLI Fund, Interest",Interest,Public debt transactions,Interest received by onbudget trust funds (902),"NSLI Fund, Interest",0,0,0,0,0
"FFB, TVA, and USPS Interest, Civil Service Retirement and Disability Fund",Interest,Public debt transactions,Interest received by onbudget trust funds (902),"FFB, TVA, and USPS Interest, Civil Service Retirement and Disability Fund",0,0,0,0,0
"Treasury Interest, Civil Service Retirement and Disability Fund",Interest,Public debt transactions,Interest received by onbudget trust funds (902),"Treasury Interest, Civil Service Retirement and Disability Fund",0,0,0,0,0
"Interest and Profits on Investments, Hazardous Substance Superfund",Interest,Public debt transactions,Interest received by onbudget trust funds (902),"Interest and Profits on Investments, Hazardous Substance Superfund",0,0,0,0,0
"Earnings on Investments, Leaking Underground Storage Tank Trust Fund",Interest,Public debt transactions,Interest received by onbudget trust funds (902),"Earnings on Investments, Leaking Underground Storage Tank Trust Fund",0,0,0,0,0
"Interest and Profits on Investments, Vaccine Injury Compensation Trust Fund",Interest,Public debt transactions,Interest received by onbudget trust funds (902),"Interest and Profits on Investments, Vaccine Injury Compensation Trust Fund",0,0,0,0,0
"Interest on Investments, Foreign Service Retirement and Disability Fund",Interest,Public debt transactions,Interest received by onbudget trust funds (902),"Interest on Investments, Foreign Service Retirement and Disability Fund",0,0,0,0,0
"Earnings on Investments, Harbor Maintenance Trust Fund",Interest,Public debt transactions,Interest received by onbudget trust funds (902),"Earnings on Investments, Harbor Maintenance Trust Fund",0,0,0,0,0
"FOASI, Interest Received by Trust Funds",Interest,Public debt transactions,Interest received by offbudget trust funds (903),"FOASI, Interest Received by Trust Funds",0,0,0,0,0
"FDI, Interest Received by Trust Funds",Interest,Public debt transactions,Interest received by offbudget trust funds (903),"FDI, Interest Received by Trust Funds",0,0,0,0,0
"Earnings on Investments, Abandoned Mine Reclamation Fund",Interest,Public debt transactions,Other interest (908),"Earnings on Investments, Abandoned Mine Reclamation Fund",0,0,0,0,0
"Interest on Loans to the Helium Fund, Department of Interior",Interest,Public debt transactions,Other interest (908),"Interest on Loans to the Helium Fund, Department of Interior",0,0,0,0,0
Interest on Loans to BPA,Interest,Public debt transactions,Other interest (908),Interest on Loans to BPA,0,0,0,0,0
Interest on Loans to Federal Financing Bank,Interest,Public debt transactions,Other interest (908),Interest on Loans to Federal Financing Bank,0,0,0,0,0
"Interest on Loans to National Flood Insurance Fund, DHS",Interest,Public debt transactions,Other interest (908),"Interest on Loans to National Flood Insurance Fund, DHS",0,0,0,0,0
Interest on Quota in International Monetary Fund,Interest,Public debt transactions,Other interest (908),Interest on Quota in International Monetary Fund,0,0,0,0,0
Interest Received from Credit Financing Accounts,Interest,Public debt transactions,Other interest (908),Interest Received from Credit Financing Accounts,0,0,0,0,0
Interest on Loans and Repayable Advances to the Federal Unemployment Account,Interest,Public debt transactions,Other interest (908),Interest on Loans and Repayable Advances to the Federal Unemployment Account,0,0,0,0,0
Payment to the Resolution Funding Corporation,Interest,Public debt transactions,Other interest (908),Payment to the Resolution Funding Corporation,0,0,0,0,0
Interest Paid to Credit Financing Accounts,Interest,Public debt transactions,Other interest (908),Interest Paid to Credit Financing Accounts,0,0,0,0,0
"Refunding Internal Revenue Collections, Interest",Interest,Public debt transactions,Other interest (908),"Refunding Internal Revenue Collections, Interest",0,0,0,0,0
Interest on Loans or Advances to the Extended Unemployment Compensation Account,Interest,Public debt transactions,Other interest (908),Interest on Loans or Advances to the Extended Unemployment Compensation Account,0,0,0,0,0
"Earnings on Investments, Nuclear Waste Disposal Fund",Interest,Public debt transactions,Other interest (908),"Earnings on Investments, Nuclear Waste Disposal Fund",0,0,0,0,0
"Earnings on Investments, Decontamination and Decommissioning Fund",Interest,Public debt transactions,Other interest (908),"Earnings on Investments, Decontamination and Decommissioning Fund",0,0,0,0,0
"Earnings on Investments, DoD MedicareEligible Retiree Health Care Fund",Interest,Public debt transactions,Other interest (908),"Earnings on Investments, DoD MedicareEligible Retiree Health Care Fund",0,0,0,0,0
"Earnings on Investments, Postal Service Retiree Health Benefits Fund",Interest,Public debt transactions,Other interest (908),"Earnings on Investments, Postal Service Retiree Health Benefits Fund",0,0,0,0,0
"Earnings on Investments, DC Federal Pension Fund",Interest,Public debt transactions,Other interest (908),"Earnings on Investments, DC Federal Pension Fund",0,0,0,0,0
"General Fund Proprietary Interest Receipts, not Otherwise Classified",Interest,Public debt transactions,Other interest (908),"General Fund Proprietary Interest Receipts, not Otherwise Classified",0,0,0,0,0
"Gains and Losses on NonFederal Securities, National Railroad Retirement Investment Trust",Interest,Public debt transactions,Other investment income (909),"Gains and Losses on NonFederal Securities, National Railroad Retirement Investment Trust",0,0,0,0,0
"Interest and Dividends on NonFederal Securities, National Railroad Retirement Investment Trust",Interest,Public debt transactions,Other investment income (909),"Interest and Dividends on NonFederal Securities, National Railroad Retirement Investment Trust",0,0,0,0,0
General  Interest on Debt (I89),Interest,Public debt transactions,General  Interest on Debt (I89),,0,0,0,0,0
Balance,Balance,,,,0,0,0,0,0
Federal Intergovernmental  General Local Government Support (B30),Total Spending,Total,Federal Intergovernmental  General Local Government Support (B30),,0,0,0,0,0
Federal Intergovernmental  All Other (B89),Total Spending,Total,Federal Intergovernmental  All Other (B89),,0,0,0,0,0
"Federal Intergovernmental  Natural Resources, Agriculture (Disc. 2005) (B54)",Total Spending,Total,"Federal Intergovernmental  Natural Resources, Agriculture (Disc. 2005) (B54)",,0,0,0,0,0
Federal Intergovernmental  Natural Resources (B59),Total Spending,Total,Federal Intergovernmental  Natural Resources (B59),,0,0,0,0,0
Federal Intergovernmental  Electric Utilities (B92),Total Spending,Total,Federal Intergovernmental  Electric Utilities (B92),,0,0,0,0,0
Federal Intergovernmental  Gas Utilities (B93),Total Spending,Total,Federal Intergovernmental  Gas Utilities (B93),,0,0,0,0,0
Federal Intergovernmental  Air Transportation (B01),Total Spending,Total,Federal Intergovernmental  Air Transportation (B01),,0,0,0,0,0
Federal Intergovernmental  Highways (B46),Total Spending,Total,Federal Intergovernmental  Highways (B46),,0,0,0,0,0
Federal Intergovernmental  Transit Utilities (B94),Total Spending,Total,Federal Intergovernmental  Transit Utilities (B94),,0,0,0,0,0
Federal Intergovernmental  Sewerage (B80),Total Spending,Total,Federal Intergovernmental  Sewerage (B80),,0,0,0,0,0
Federal Intergovernmental  Water Utilities (B91),Total Spending,Total,Federal Intergovernmental  Water Utilities (B91),,0,0,0,0,0
Federal Intergovernmental  Health and Hospitals (B42),Total Spending,Total,Federal Intergovernmental  Health and Hospitals (B42),,0,0,0,0,0
Intergovernmental Revenue from Federal  Environmental Health (NEW for 2007) (B43),Total Spending,Total,Intergovernmental Revenue from Federal  Environmental Health (NEW for 2007) (B43),,0,0,0,0,0
Federal Intergovernmental  Public Welfare (B79),Total Spending,Total,Federal Intergovernmental  Public Welfare (B79),,0,0,0,0,0
Federal Intergovernmental  Education (B21),Total Spending,Total,Federal Intergovernmental  Education (B21),,0,0,0,0,0
Federal Intergovernmental  Employment Security Administration (B22),Total Spending,Total,Federal Intergovernmental  Employment Security Administration (B22),,0,0,0,0,0
Federal Intergovernmental  Housing and Community Development (B50),Total Spending,Total,Federal Intergovernmental  Housing and Community Development (B50),,0,0,0,0,0
Total federal outlays (000),Total Spending,Total,Total federal outlays (000),,0,0,0,0,0
Total state/local outlays (E00),Total Spending,Total,Total state/local outlays (E00),,0,0,0,0,0
Total federal outlays (000),Federal Deficit,Total Spending,Total federal outlays (000),,0,0,0,0,0
Total Revenue (FTR),Federal Deficit,Total Revenue,Total Revenue (FTR),,0,0,0,0,0
Long Term Debt Outstanding  Full Faith and Credit  Water Utilities (Disc. 2005) (41A),Gross Public Debt,Public Debt,Long Term Debt Outstanding  Full Faith and Credit  Water Utilities (Disc. 2005) (41A),,0,0,0,0,0
Long Term Debt Outstanding  Full Faith and Credit  Electric Utilities (Disc. 2005) (41B),Gross Public Debt,Public Debt,Long Term Debt Outstanding  Full Faith and Credit  Electric Utilities (Disc. 2005) (41B),,0,0,0,0,0
Long Term Debt Outstanding  Full Faith and Credit  Gas Utilities (Disc. 2005) (41C),Gross Public Debt,Public Debt,Long Term Debt Outstanding  Full Faith and Credit  Gas Utilities (Disc. 2005) (41C),,0,0,0,0,0
Long Term Debt Outstanding  Full Faith and Credit  Transit Utilities (Disc. 2005) (41D),Gross Public Debt,Public Debt,Long Term Debt Outstanding  Full Faith and Credit  Transit Utilities (Disc. 2005) (41D),,0,0,0,0,0
Long Term Debt Outstanding  Full Faith and Credit  Elementary and Secondary Educati (41F),Gross Public Debt,Public Debt,Long Term Debt Outstanding  Full Faith and Credit  Elementary and Secondary Educati (41F),,0,0,0,0,0
Long Term Debt Outstanding  Full Faith and Credit  Higher Education (Disc. 2005) (41G),Gross Public Debt,Public Debt,Long Term Debt Outstanding  Full Faith and Credit  Higher Education (Disc. 2005) (41G),,0,0,0,0,0
"Long Term Debt Outstanding  Full Faith and Credit  Other, NEC (Disc. 2005) (41X)",Gross Public Debt,Public Debt,"Long Term Debt Outstanding  Full Faith and Credit  Other, NEC (Disc. 2005) (41X)",,0,0,0,0,0
Long Term Debt Outstanding Nonguaranteed  Water Utilities (Disc. 2005) (44A),Gross Public Debt,Public Debt,Long Term Debt Outstanding Nonguaranteed  Water Utilities (Disc. 2005) (44A),,0,0,0,0,0
